undirected weighted
443 1588 17747
444 9652 4958
444 5477 12984
444 2785 14101
444 5930 15264
445 1709 1887
445 8092 24454
445 7877 6168
445 1441 17698
446 2509 9367
446 4644 16545
446 7119 10135
446 699 4117
447 1298 1069
447 4022 16378
447 3583 10500
447 5833 13479
448 7194 19486
448 5469 22732
448 4343 5375
448 2474 326
449 7073 16638
449 855 9956
449 4471 23389
449 4596 1508
450 69 14438
450 2470 10797
450 4367 14219
450 8656 4162
451 9860 16636
451 6869 16778
451 9274 10831
451 4163 15676
452 8016 6373
452 7990 9313
452 8296 6720
452 3894 10262
453 4312 8668
453 8718 12262
453 3236 13826
453 7132 9197
454 6497 16137
454 5858 14668
454 8077 17320
454 1917 5669
455 2648 19601
455 9297 22188
455 5201 18819
455 7745 13184
456 3934 4623
456 9262 17131
456 1842 18462
456 1360 14616
457 6621 7811
457 9333 9654
457 1844 10662
457 9120 4840
458 3138 12658
458 9145 8516
458 442 9230
458 896 9040
459 2568 18216
459 8031 6093
459 1107 23712
459 8115 14822
460 7201 5922
460 8078 9084
460 4231 14923
460 6304 4513
461 7080 4715
461 3768 14905
461 3838 10186
461 4030 1977
462 1208 17698
462 6481 15705
462 1742 19176
462 4462 16913
463 1013 16465
463 1772 7801
463 3132 16329
463 3832 13920
464 396 18165
464 3912 18344
464 7511 11203
464 6080 13014
465 8213 11519
465 3304 6060
465 5802 3799
465 8028 6347
466 8127 11217
466 9348 5246
466 4087 13070
466 4320 7738
467 5162 16655
467 1974 4028
467 5844 14950
467 6032 11005
468 9822 5071
468 8054 1642
468 3290 8148
468 7714 7844
469 8122 7956
469 8454 2347
469 818 17607
469 7535 13590
470 9071 3876
470 2466 14760
470 4335 4725
470 7931 1232
471 6177 15562
471 540 5226
471 6675 2045
471 4795 1932
472 3015 22784
472 8249 3713
472 7454 2234
472 1830 19874
473 9591 14215
473 2032 16833
473 475 20650
473 5534 15251
474 8196 13545
474 263 8575
474 3012 2715
474 1501 3921
475 3820 14080
475 3977 15333
475 8171 6434
475 2062 18763
476 6510 13087
476 4840 14994
476 8134 13115
476 9748 23229
477 9859 14796
477 4252 14927
477 5315 14796
477 2462 11901
478 7629 14025
478 3134 9549
478 9764 10067
478 1950 8202
479 7587 9483
479 4322 2984
479 3987 7242
479 546 13760
480 7047 3456
480 9588 4367
480 4963 7673
480 1323 8411
481 716 15572
481 8178 13541
481 7356 4660
481 9519 2925
482 316 16474
482 562 9291
482 7124 13642
482 8338 7711
483 715 10007
483 5977 10451
483 2032 20738
483 3382 13850
484 2224 21765
484 7766 13941
484 5983 8496
484 9696 15869
485 7367 4586
485 4302 15531
485 9215 19875
485 8350 7418
486 5721 4001
486 7378 14725
486 8128 15200
486 8522 14442
487 1667 18120
487 6323 10351
487 5168 5627
487 635 9021
488 8573 12952
488 9412 12109
488 2010 17690
488 4669 14083
489 5623 8205
489 5911 12178
489 5567 15772
489 2796 8524
490 5212 4931
490 356 6183
490 7044 11439
490 9947 12037
491 4294 9453
491 910 16861
491 722 15230
491 9760 3772
492 4857 9352
492 2175 6249
492 3964 8756
492 3536 11922
493 6152 3144
493 6123 10201
493 9028 21269
493 1208 18716
494 2556 3489
494 1657 10649
494 2132 6678
494 6863 6596
495 7278 9449
495 3403 6387
495 5985 10905
495 8911 16181
496 9123 8038
496 4130 18237
496 5878 8834
496 9697 4414
497 1534 19342
497 5276 20162
497 740 20442
497 2370 15623
498 1054 15655
498 4405 3154
498 4342 6008
498 8153 9228
499 9591 14879
499 943 9049
499 2644 21272
499 3887 17935
500 3558 9754
500 2944 7650
500 6188 5439
500 2319 15266
501 3182 10920
501 9902 3442
501 3536 4013
501 719 12135
502 6021 1951
502 2406 17873
502 4059 17396
502 5247 12031
503 9077 3744
503 6896 11267
503 2381 6098
503 118 10974
504 2563 4984
504 1168 17169
504 9810 13962
504 1416 7378
505 9234 12615
505 1522 13218
505 4814 7534
505 7824 10496
506 4915 4686
506 9001 12472
506 7719 14445
506 3818 11403
507 9932 1627
507 877 2613
507 8308 14952
507 8646 6606
508 1605 8912
508 7551 10627
508 4310 11420
508 3613 8244
509 6774 15725
509 1281 12769
509 3169 14839
509 7744 9041
510 527 10793
510 2439 7450
510 6159 5073
510 7719 10219
511 8504 15770
511 2302 6398
511 8768 7421
511 8103 6589
512 3957 13239
512 802 16126
512 1438 14260
512 6592 15032
513 8221 6158
513 6145 3119
513 320 10243
513 6744 1518
514 8398 11381
514 2378 6063
514 2234 6452
514 6797 6136
515 3353 9488
515 6420 10366
515 8342 16119
515 5879 11417
516 7879 17338
516 6219 5431
516 6264 8967
516 7604 1755
517 1722 6857
517 5951 8166
517 2558 9824
517 785 9419
518 1977 10225
518 1851 7783
518 2161 12393
518 1262 8427
519 3091 3368
519 7494 6381
519 9965 12479
519 6053 13179
520 8923 3806
520 8994 11535
520 2957 9236
520 5281 4010
521 2963 12860
521 9085 11717
521 9478 18784
521 2286 20110
522 1803 4277
522 857 7227
522 856 16966
522 8212 11930
523 7514 23472
523 2755 21157
523 3344 9433
523 5288 9045
524 1754 4267
524 6982 7582
524 979 18355
524 1465 18712
525 4106 7026
525 2926 11969
525 651 9722
525 5819 17256
526 4780 15914
526 1793 11592
526 4002 19996
526 7862 12851
527 3274 3887
527 3477 13138
527 1717 9692
527 6147 17323
528 7889 13957
528 5174 11516
528 9380 12400
528 698 15216
529 5920 10236
529 6047 15979
529 9971 15560
529 1212 6505
530 3054 8441
530 5603 8364
530 1735 9002
530 5214 9266
531 9764 12577
531 1927 13640
531 7217 8533
531 4664 1346
532 2494 16051
532 861 13026
532 2995 7524
532 3933 7450
533 7191 2974
533 6368 13136
533 7287 10024
533 7312 3485
534 6635 10125
534 5720 8963
534 4270 7014
534 4069 10239
535 2868 11657
535 3803 8679
535 4997 9169
535 5588 14973
536 4590 15645
536 95 14445
536 292 13320
536 4764 14553
537 1637 19324
537 1345 22266
537 5445 5656
537 6923 8568
538 67 18094
538 3365 15737
538 2814 12887
538 3961 14930
539 7515 7779
539 7581 17300
539 69 13586
539 6830 7852
540 1640 17442
540 5778 6187
540 1977 12685
540 6460 12471
541 4165 2238
541 5473 9100
541 2697 10850
541 1243 3657
542 5667 5816
542 7099 5793
542 1662 11813
542 491 10926
543 5868 9507
543 3975 9597
543 2188 12015
543 1016 8134
544 1024 14504
544 3340 16285
544 8076 11824
544 9748 19485
545 9590 6542
545 8436 11387
545 2264 6125
545 9776 12287
546 2004 11915
546 2728 10863
546 5930 19323
546 2251 9628
547 401 7525
547 3290 8140
547 7062 10127
547 3755 10230
548 1413 5833
548 1783 14198
548 9974 15312
548 4531 8357
549 166 13675
549 1721 10960
549 4242 7337
549 5487 16595
550 5752 14151
550 9968 9021
550 5025 8383
550 9880 12209
551 2945 12390
551 6263 11956
551 884 13233
551 2636 12865
552 4836 11190
552 1541 1010
552 7741 13807
552 6083 12131
553 8220 249
553 8316 16072
553 2634 22235
553 2740 4915
554 1256 13181
554 1329 3757
554 584 7564
554 4702 11953
555 9632 14214
555 5969 4982
555 505 6675
555 6007 3130
556 2583 7842
556 5053 9652
556 895 15053
556 7533 10710
557 7312 8633
557 2792 12487
557 2913 6078
557 9182 6395
558 4409 12791
558 2247 11820
558 7098 6062
558 7025 6706
559 7427 5037
559 7158 14825
559 8751 16994
559 9001 6247
560 3806 11127
560 8096 6576
560 3082 2779
560 1190 10344
561 4012 1983
561 5214 5318
561 2132 7145
561 12 11510
562 943 10655
562 7306 13267
562 9138 6810
562 946 3551
563 4797 13290
563 3621 14633
563 1257 5928
563 7343 9044
564 6765 9067
564 3857 15951
564 7499 8568
564 6345 10636
565 1433 10530
565 9008 12567
565 5338 4794
565 2358 6435
566 9106 7884
566 4889 21794
566 4922 4234
566 632 21426
567 5801 17920
567 8248 21504
567 2639 5864
567 2692 2219
568 699 10847
568 4568 10465
568 2817 7055
568 4298 5161
569 7406 10249
569 8627 11871
569 6229 10272
569 7902 17610
570 8155 17464
570 1540 15216
570 3756 8947
570 5935 21723
571 7751 15913
571 4298 14940
571 2739 12087
571 1219 3414
572 5021 7715
572 8641 19485
572 1433 22178
572 716 20155
573 9963 2609
573 4322 2291
573 7152 3296
573 5993 2477
574 5086 14821
574 551 14546
574 7904 11924
574 5462 12398
575 927 3889
575 3434 7131
575 9800 15086
575 5803 3146
576 8177 2829
576 7910 14803
576 9075 5291
576 3562 9800
577 7402 16991
577 1386 6954
577 6426 10735
577 4130 14530
578 9958 1943
578 2586 5606
578 2858 9646
578 9307 4440
579 6202 12491
579 1890 5446
579 2705 8877
579 5070 12598
580 8139 13264
580 3545 4554
580 388 3160
580 1887 6829
581 9754 9981
581 3904 9982
581 3110 11747
581 4102 14190
582 6233 9375
582 1086 6200
582 21 7073
582 4862 11279
583 6182 5633
583 6510 13664
583 9642 14848
583 6440 3957
584 5990 4557
584 4025 2701
584 2740 8246
584 5219 6684
585 7627 16175
585 6959 14278
585 1956 15268
585 9334 14066
586 2056 11543
586 8094 5710
586 1586 12602
586 9043 17027
587 735 14378
587 5550 10015
587 2512 9686
587 3914 1776
588 362 14284
588 9575 4820
588 4041 13298
588 6355 14411
589 1865 12399
589 2808 17619
589 915 15250
589 9876 13749
590 2514 14320
590 181 10005
590 8308 16443
590 1404 4977
591 1909 7298
591 900 13812
591 956 8888
591 197 7466
592 565 4493
592 2783 14332
592 8642 9489
592 3409 16935
593 116 15040
593 8310 15295
593 4837 13912
593 3991 11060
594 394 12906
594 687 12118
594 9928 7782
594 2907 4708
595 3015 8179
595 2170 3266
595 8824 15986
595 7637 6516
596 7475 4626
596 4162 6544
596 873 8976
596 5386 9566
597 7765 15418
597 992 6244
597 2072 18388
597 8123 17468
598 9753 6128
598 13 12798
598 3284 7840
598 2554 16779
599 6059 8590
599 2701 10526
599 8153 7246
599 2267 9259
600 4036 11406
600 4430 9800
600 7228 10729
600 1227 13126
601 4694 18235
601 225 13939
601 7196 5606
601 2920 12602
602 7163 7330
602 640 14239
602 1834 16673
602 160 2969
603 1402 3289
603 1892 7630
603 2448 11478
603 5557 3143
604 7875 6746
604 5442 13914
604 848 15603
604 9412 3708
605 4825 15933
605 6529 9975
605 1180 12986
605 7399 4100
606 7367 16137
606 5802 7460
606 2531 1699
606 2833 8267
607 6145 13388
607 8356 8943
607 592 15457
607 8468 8244
608 8563 17819
608 2636 11330
608 8571 7190
608 3816 5304
609 2418 14858
609 1963 18141
609 1146 13711
609 6857 11504
610 1925 24682
610 2776 18635
610 1742 7330
610 9734 6461
611 9383 15979
611 996 9793
611 3977 11153
611 9150 10165
612 7187 5788
612 2861 14068
612 2851 14726
612 8458 18937
613 3148 4371
613 8393 2698
613 2882 18630
613 5828 15652
614 7696 9549
614 6770 16587
614 4489 7461
614 3621 7483
615 1228 6257
615 9033 5165
615 7726 5727
615 1090 16996
616 4682 2904
616 2708 4534
616 9284 9423
616 3460 12459
617 9496 13913
617 943 13817
617 8986 11748
617 8092 19118
618 8880 5922
618 8157 6040
618 32 2570
618 8545 7733
619 3116 2389
619 5994 12757
619 6755 9057
619 5771 8450
620 6706 3928
620 5903 2500
620 2431 13120
620 305 7075
621 1083 18647
621 5047 4249
621 1911 9291
621 3191 9174
622 1081 8481
622 5241 13808
622 548 9845
622 3127 6738
623 162 19361
623 2966 17278
623 2874 6266
623 8593 12886
624 6726 18485
624 3204 3156
624 3340 5142
624 7688 8024
625 433 3623
625 954 10472
625 9052 17782
625 7800 10649
626 6704 3067
626 1757 14847
626 5568 14456
626 205 16851
627 9296 13072
627 9808 10033
627 8545 6108
627 9153 5992
628 5068 11752
628 884 13782
628 4703 11841
628 405 10405
629 524 3249
629 6531 13434
629 9578 15349
629 8712 12224
630 1334 15511
630 7207 13878
630 6961 15768
630 2100 6133
631 3378 4750
631 1405 4571
631 22 20159
631 5099 6853
632 13 15295
632 843 15863
632 5200 14835
632 8323 14707
633 4252 22705
633 5313 15398
633 2648 5814
633 8926 7123
634 4457 4958
634 4699 1959
634 6520 12113
634 249 9649
635 2690 11882
635 8152 15674
635 3015 18488
635 2891 18841
636 3244 15077
636 8063 18600
636 3588 8969
636 7459 9317
637 1219 5912
637 5606 8382
637 1716 5907
637 5010 12595
638 2583 12259
638 3785 15230
638 8270 16176
638 4903 17343
639 3340 7111
639 3559 12456
639 4446 2252
639 6050 11715
640 589 18682
640 9067 9727
640 1443 13410
640 8969 5105
641 9620 2372
641 8236 10280
641 9112 12741
641 7206 4664
642 631 19875
642 4156 14436
642 9811 14359
642 8381 5814
643 1285 7949
643 7658 7636
643 7083 4255
643 2999 9898
644 7874 14083
644 6670 6840
644 6645 15021
644 5507 5820
645 9751 4130
645 3321 17034
645 5841 7174
645 8654 9719
646 6659 9080
646 7179 10057
646 5395 18371
646 3728 6149
647 7017 11357
647 434 17641
647 3446 17279
647 6606 16925
648 7031 12763
648 1630 19885
648 7600 16090
648 6948 10496
649 8941 11399
649 5701 6863
649 5941 13603
649 5020 12537
650 6214 8894
650 7898 14341
650 3960 4623
650 1175 4263
651 7096 6647
651 9019 7834
651 9147 13328
651 7548 10914
652 495 21185
652 4268 19855
652 3958 3172
652 9476 12455
653 7601 13180
653 7881 1287
653 9998 15518
653 1348 7658
654 8460 16927
654 5618 13882
654 5108 13338
654 997 6187
655 3805 17437
655 6616 4113
655 1251 19077
655 6718 14745
656 5072 3352
656 680 16028
656 769 1584
656 3485 14906
657 5742 24285
657 9241 15031
657 9928 7826
657 1237 10561
658 8940 7428
658 6800 6888
658 375 3815
658 3790 9248
659 9821 6509
659 128 4477
659 1473 5643
659 2665 12088
660 6119 12007
660 5025 3742
660 5318 3560
660 8515 4045
661 7467 2401
661 1204 6049
661 9517 9287
661 4518 8286
662 7161 8555
662 3553 12601
662 2181 18862
662 6012 20996
663 2657 10047
663 6446 11606
663 6282 11151
663 7875 18367
664 8861 7084
664 4345 7166
664 5677 15495
664 566 16746
665 3524 3060
665 7191 1063
665 7556 13687
665 1353 4596
666 9280 8822
666 8224 19760
666 6257 21586
666 1489 16469
667 1286 5646
667 4052 10471
667 6902 10381
667 4583 11326
668 4209 11922
668 3292 14922
668 808 15975
668 1445 12282
669 6250 7246
669 3993 6906
669 4404 9179
669 8958 3814
670 5022 17072
670 8142 7845
670 2204 5593
670 3795 721
671 182 17161
671 5852 12887
671 884 18738
671 5013 11155
672 5149 13537
672 8087 1873
672 3130 13072
672 1156 19903
673 4440 9539
673 9938 13801
673 7299 8333
673 3903 5761
674 358 15411
674 9646 6662
674 6926 20165
674 3101 20996
675 1699 10322
675 4245 19130
675 6255 10502
675 9947 11208
676 1293 21290
676 4265 9040
676 6375 13041
676 2364 9945
677 8528 3632
677 3635 4357
677 4771 5769
677 9176 14400
678 3268 11418
678 2275 7582
678 2454 8736
678 2921 1674
679 2759 1735
679 8120 13309
679 9156 19623
679 4675 6145
680 1141 12555
680 2002 17395
680 5392 10622
680 3238 14800
681 9793 6414
681 6977 8415
681 8777 5713
681 6826 5621
682 420 4669
682 5812 14050
682 3694 12000
682 3604 7805
683 4331 10904
683 6095 21102
683 2018 10727
683 4903 7948
684 6707 13706
684 6383 15892
684 9578 6194
684 9027 8568
685 3471 2134
685 6873 15879
685 2531 7331
685 3767 16687
686 1877 18460
686 1550 6371
686 8566 17265
686 2945 11357
687 793 14074
687 3879 7438
687 1375 3667
687 8638 11880
688 8199 1733
688 2089 15341
688 7848 9506
688 2463 11326
689 4444 21098
689 4436 13696
689 3881 15334
689 4104 16882
690 2662 5212
690 2510 9677
690 6578 13333
690 8728 4664
691 8667 10582
691 332 5590
691 2630 17212
691 7222 17195
692 519 12451
692 3208 6467
692 9346 15755
692 6539 5452
693 1150 9742
693 4366 4204
693 2949 5237
693 161 2806
694 1029 11772
694 2246 13925
694 2647 19868
694 1247 12683
695 839 7084
695 9931 18477
695 9316 7403
695 7156 7075
696 955 8940
696 9196 15048
696 2454 13989
696 4653 13547
697 6332 10043
697 1591 16260
697 2898 17622
697 5730 2017
698 6882 12177
698 7341 12144
698 8113 9541
698 2533 9921
699 5799 3499
699 6553 7905
699 2940 15702
699 6431 14213
700 5169 449
700 9372 18987
700 6019 9495
700 9173 13877
701 7408 14804
701 2314 6250
701 9516 794
701 1235 1533
702 6679 14536
702 8329 7250
702 2832 2730
702 5645 10676
703 1534 5028
703 4785 16805
703 7704 13738
703 9831 5372
704 5003 8176
704 5249 7757
704 4107 13059
704 8525 11948
705 6277 12453
705 3386 5614
705 7734 11870
705 1333 14528
706 5124 19648
706 8488 14143
706 4249 14756
706 3567 4166
707 7360 13331
707 4040 8684
707 8297 5114
707 2933 10695
708 1783 8505
708 9274 8589
708 2389 2526
708 9827 7941
709 6218 12162
709 7059 9837
709 872 9615
709 5651 5663
710 8537 2193
710 808 12791
710 6162 12637
710 704 2554
711 2784 7658
711 2527 19705
711 4479 9779
711 2173 8845
712 3863 6874
712 8297 7120
712 4126 15930
712 6146 6259
713 6106 14491
713 6898 18600
713 4112 10377
713 4246 11154
714 1304 6321
714 8371 4120
714 3985 9953
714 9249 11042
715 3574 5780
715 9143 12517
715 317 13449
715 7017 6495
716 4946 17642
716 4432 18161
716 5912 3788
716 5043 9700
717 1042 11323
717 100 7320
717 8752 12263
717 6734 8228
718 5776 7068
718 2957 7996
718 1547 4273
718 9012 7748
719 9218 2843
719 2026 10318
719 4086 14297
719 3556 8647
720 791 4439
720 774 18787
720 1019 12025
720 3266 16502
721 7440 7931
721 9714 14278
721 6431 5065
721 9683 3967
722 4300 3247
722 9000 13130
722 8723 7041
722 5693 11585
723 3195 3934
723 5097 6990
723 7268 9173
723 8107 8160
724 7241 18087
724 2468 13235
724 4500 7850
724 1337 13832
725 2148 1338
725 1115 19875
725 6108 13741
725 3068 17535
726 1226 17079
726 8656 15062
726 305 11470
726 5545 10200
727 3632 13882
727 8944 13436
727 2567 25533
727 3385 23537
728 6009 6450
728 4433 16778
728 8551 9001
728 9790 8579
729 7891 9533
729 2509 8637
729 9138 11036
729 9253 2235
730 8190 15280
730 3901 16374
730 9770 18228
730 1964 19933
731 2369 10429
731 3230 8138
731 5542 5167
731 225 6634
732 1697 10160
732 5597 941
732 3330 9507
732 3637 11525
733 7054 2292
733 870 6407
733 4415 8866
733 6855 17495
734 5188 18864
734 3876 13680
734 5418 12668
734 6435 6543
735 1110 9518
735 8050 15217
735 5702 18517
735 6485 13526
736 4443 5940
736 3324 10179
736 5131 6196
736 3251 16584
737 4686 8494
737 962 7497
737 6542 15422
737 4811 18972
738 5356 7547
738 3660 11462
738 64 16341
738 8850 17472
739 3229 11521
739 3642 7612
739 7555 6845
739 7596 8191
740 6928 14204
740 1844 4805
740 3737 9180
740 5105 3382
741 5725 12663
741 2185 9759
741 9454 13241
741 7401 14549
742 1431 13740
742 9932 3186
742 7446 13867
742 8316 13569
743 7537 9452
743 9912 7801
743 3531 8671
743 2379 9558
744 3054 7426
744 2326 7152
744 5054 4091
744 9275 3173
745 9322 12463
745 155 9653
745 4427 19502
745 7836 14790
746 184 3418
746 9603 9999
746 6627 4336
746 8679 5483
747 5764 12774
747 5924 12492
747 4121 4330
747 168 3398
748 4940 19955
748 1453 15900
748 5268 5461
748 7883 4336
749 6304 7315
749 4829 13286
749 2631 13257
749 3432 10654
750 6218 12771
750 1983 5307
750 2123 288
750 5009 18967
751 1971 11662
751 9444 5023
751 359 12345
751 1452 7568
752 1663 9603
752 4664 8785
752 5293 6615
752 8408 8231
753 5369 10683
753 6033 8940
753 6222 14169
753 7344 18603
754 3438 13349
754 3605 8680
754 6206 4594
754 5587 5574
755 6869 9508
755 8966 7624
755 9637 2601
755 4314 9192
756 6615 20063
756 2472 9261
756 2078 16638
756 6604 13124
757 2864 2998
757 8812 14656
757 1291 16759
757 8621 8145
758 8483 14166
758 8280 6046
758 9465 3365
758 1014 20292
759 1236 4881
759 5785 11266
759 8503 4563
759 1399 10560
760 2439 3433
760 5230 12052
760 8612 14233
760 9096 11443
761 4951 18988
761 3566 9797
761 7053 8502
761 1103 5165
762 3847 8076
762 3337 13627
762 8809 7479
762 6878 12219
763 8709 10668
763 4631 12121
763 2836 10596
763 9908 15731
764 5627 12192
764 2616 9242
764 3410 15267
764 772 14173
765 2896 10244
765 3776 11790
765 1311 9699
765 2161 7289
766 8085 4566
766 9298 11361
766 5627 7507
766 2925 7156
767 1355 17969
767 3392 14303
767 2151 1566
767 8970 14270
768 9926 11197
768 4811 9780
768 5487 3982
768 1586 9104
769 7092 5461
769 5180 10462
769 6102 9960
769 3280 7433
770 7231 18831
770 7833 20092
770 57 17817
770 6322 20403
771 959 8197
771 5241 2097
771 7034 9490
771 1439 10644
772 1618 7317
772 2317 9355
772 9065 7687
772 6090 20840
773 160 6105
773 7019 5719
773 1178 10138
773 3703 9690
774 7134 10378
774 8852 5385
774 1876 12459
774 9243 4926
775 43 15098
775 180 2050
775 5063 10393
775 8301 12667
776 9860 8801
776 6692 9224
776 2122 14287
776 8170 9991
777 1642 14065
777 2871 6784
777 9193 9809
777 7305 3708
778 8637 18927
778 5936 10122
778 4345 4329
778 5154 11485
779 321 14762
779 1675 10154
779 1861 12452
779 7914 12712
780 7615 6513
780 7903 14438
780 9579 20939
780 7281 11496
781 60 7254
781 8258 10689
781 553 13193
781 5030 2677
782 2204 16478
782 2773 21230
782 6285 18626
782 1247 22479
783 4258 10591
783 5572 8175
783 4657 14931
783 8376 1634
784 6947 3978
784 1686 4180
784 5957 13399
784 2546 14948
785 4143 16495
785 9937 4789
785 9842 5202
785 4573 14612
786 8215 9334
786 2407 9673
786 1548 3011
786 9075 2844
787 5581 4296
787 8058 11110
787 4406 7722
787 2408 4136
788 3784 11849
788 5956 10112
788 3159 10254
